delay_id,flight_id,delay_type,delay_type_id,delay_minutes
2790,12082,Technical,4,203
2791,5510,Security,3,106
2792,7901,Airline Operations,2,23
2793,5401,Technical,4,108
2794,3975,Weather,5,52
2795,64,Security,3,36
2796,11145,Technical,4,94
2797,4960,Airline Operations,2,76
2798,4020,Weather,5,229
2799,12573,Air Traffic Control,1,40
2800,2006,Technical,4,102
2801,7863,Air Traffic Control,1,218
2802,4777,Security,3,59
2803,11600,Weather,5,200
2804,2207,Airline Operations,2,79
2805,11541,Security,3,164
2806,2811,Technical,4,71
2807,10520,Technical,4,209
2808,9609,Air Traffic Control,1,52
2809,9909,Air Traffic Control,1,46
2810,6471,Air Traffic Control,1,141
2811,13062,Airline Operations,2,25
2812,13597,Technical,4,223
2813,13361,Security,3,49
2814,7304,Technical,4,191
2815,2060,Airline Operations,2,33
2816,3341,Technical,4,22
2817,7927,Weather,5,155
2818,14487,Airline Operations,2,131
2819,11590,Technical,4,225
2820,7005,Air Traffic Control,1,64
2821,7746,Air Traffic Control,1,103
2822,6427,Airline Operations,2,140
2823,1555,Weather,5,191
2824,812,Weather,5,111
2825,2233,Airline Operations,2,195
2826,5800,Air Traffic Control,1,89
2827,7648,Security,3,159
2828,12591,Weather,5,69
2829,11490,Airline Operations,2,94
2830,8859,Airline Operations,2,206
2831,665,Airline Operations,2,237
2832,1288,Technical,4,184
2833,1465,Security,3,193
2834,3572,Airline Operations,2,159
2835,13062,Air Traffic Control,1,25
2836,9656,Air Traffic Control,1,36
2837,14686,Air Traffic Control,1,224
2838,13860,Technical,4,214
2839,3827,Airline Operations,2,60
2840,2361,Air Traffic Control,1,203
2841,5383,Air Traffic Control,1,219
2842,5909,Weather,5,25
2843,13362,Air Traffic Control,1,70
2844,4775,Technical,4,29
2845,7142,Technical,4,63
2846,9657,Security,3,27
2847,10986,Security,3,107
2848,7150,Weather,5,166
2849,4093,Weather,5,223
2850,7774,Technical,4,192
2851,3642,Weather,5,33
2852,9463,Technical,4,160
2853,8677,Airline Operations,2,215
2854,12092,Airline Operations,2,220
2855,5747,Security,3,104
2856,8836,Technical,4,229
2857,14250,Airline Operations,2,26
2858,3084,Air Traffic Control,1,53
2859,12592,Airline Operations,2,158
2860,10534,Security,3,239
2861,8505,Technical,4,234
2862,9184,Security,3,186
2863,4889,Airline Operations,2,198
2864,13039,Weather,5,67
2865,14685,Air Traffic Control,1,23
2866,10863,Air Traffic Control,1,24
2867,4112,Technical,4,238
2868,13459,Airline Operations,2,76
2869,11578,Air Traffic Control,1,29
2870,8382,Airline Operations,2,58
2871,5218,Technical,4,146
2872,12522,Airline Operations,2,70
2873,8774,Security,3,132
2874,4195,Air Traffic Control,1,15
2875,6781,Weather,5,215
2876,9652,Air Traffic Control,1,189
2877,4173,Air Traffic Control,1,83
2878,13717,Security,3,63
2879,5136,Technical,4,191
2880,837,Technical,4,74
2881,13064,Weather,5,55
2882,2002,Security,3,147
2883,4586,Security,3,74
2884,1434,Airline Operations,2,219
2885,13728,Weather,5,119
2886,2723,Weather,5,35
2887,11206,Technical,4,63
2888,1530,Security,3,101
2889,11462,Security,3,119
2890,2449,Air Traffic Control,1,127
2891,2308,Weather,5,142
2892,1296,Technical,4,235
2893,371,Airline Operations,2,73
2894,11410,Air Traffic Control,1,88
2895,14713,Security,3,50
2896,4329,Airline Operations,2,77
2897,153,Airline Operations,2,183
2898,8991,Technical,4,165
2899,7331,Airline Operations,2,145
2900,13965,Security,3,96
2901,10553,Weather,5,40
2902,12935,Airline Operations,2,143
2903,3988,Security,3,36
2904,2503,Weather,5,213
2905,3664,Technical,4,91
2906,3167,Technical,4,38
2907,13643,Air Traffic Control,1,225
2908,14239,Technical,4,41
2909,6169,Weather,5,230
2910,752,Air Traffic Control,1,140
2911,13523,Airline Operations,2,82
2912,3467,Security,3,137
2913,14607,Technical,4,212
2914,4523,Airline Operations,2,28
2915,3620,Air Traffic Control,1,59
2916,7221,Weather,5,141
2917,4451,Airline Operations,2,31
2918,1457,Air Traffic Control,1,228
2919,7697,Security,3,121
2920,8008,Airline Operations,2,205
2921,6101,Air Traffic Control,1,225
2922,3335,Weather,5,103
2923,4116,Airline Operations,2,201
2924,11321,Airline Operations,2,46
2925,11846,Weather,5,72
2926,2303,Weather,5,232
2927,12752,Technical,4,79
2928,2917,Air Traffic Control,1,30
2929,6084,Weather,5,227
2930,13041,Airline Operations,2,67
2931,7961,Security,3,232
2932,8209,Air Traffic Control,1,196
2933,661,Weather,5,41
2934,5951,Air Traffic Control,1,71
2935,4734,Technical,4,227
2936,13412,Airline Operations,2,183
2937,10863,Technical,4,24
2938,10282,Air Traffic Control,1,136
2939,12050,Security,3,138
2940,3753,Airline Operations,2,81
2941,2939,Air Traffic Control,1,191
2942,9631,Weather,5,199
2943,12290,Security,3,146
2944,14199,Security,3,117
2945,877,Security,3,224
2946,13118,Weather,5,97
2947,1792,Airline Operations,2,77
2948,3831,Air Traffic Control,1,94
2949,5392,Security,3,35
2950,14354,Airline Operations,2,224
2951,9248,Technical,4,84
2952,679,Security,3,94
2953,3255,Airline Operations,2,73
2954,12987,Weather,5,71
2955,6728,Technical,4,15
2956,6583,Security,3,196
2957,10745,Weather,5,22
2958,10547,Security,3,130
2959,8434,Security,3,120
2960,2329,Technical,4,191
2961,8506,Air Traffic Control,1,198
2962,1690,Weather,5,113
2963,12394,Airline Operations,2,69
2964,11160,Security,3,84
2965,9996,Airline Operations,2,53
2966,8505,Security,3,234
2967,13427,Airline Operations,2,80
2968,2191,Technical,4,151
2969,8993,Security,3,23
2970,14633,Technical,4,28
2971,4864,Weather,5,172
2972,11937,Weather,5,224
2973,5051,Airline Operations,2,61
2974,2449,Air Traffic Control,1,127
2975,6507,Air Traffic Control,1,234
2976,7633,Air Traffic Control,1,169
2977,14489,Technical,4,238
2978,7937,Air Traffic Control,1,119
2979,9573,Weather,5,203
2980,3428,Air Traffic Control,1,65
2981,2647,Airline Operations,2,107
2982,114,Security,3,64
2983,4523,Airline Operations,2,28
2984,2845,Airline Operations,2,199
2985,10413,Air Traffic Control,1,229
2986,6373,Airline Operations,2,142
2987,1679,Weather,5,191
2988,4852,Airline Operations,2,66
2989,9707,Technical,4,114
2990,2718,Weather,5,130
2991,14129,Weather,5,233
2992,14765,Technical,4,182
2993,13368,Air Traffic Control,1,205
2994,11684,Weather,5,46
2995,2535,Technical,4,135
2996,3315,Air Traffic Control,1,129
2997,6440,Weather,5,65
2998,12849,Security,3,202
2999,6222,Airline Operations,2,116
3000,13066,Weather,5,140
3001,5121,Security,3,35
3002,12164,Technical,4,225
3003,4138,Airline Operations,2,40
3004,3584,Airline Operations,2,143
3005,10552,Air Traffic Control,1,164
3006,739,Technical,4,53
3007,9076,Weather,5,78
3008,5238,Air Traffic Control,1,87
3009,8824,Airline Operations,2,197
3010,1918,Air Traffic Control,1,28
3011,11030,Airline Operations,2,112
3012,14862,Technical,4,106
3013,3279,Security,3,40
3014,11543,Technical,4,169
3015,11496,Technical,4,120
3016,3827,Air Traffic Control,1,60
3017,473,Airline Operations,2,64
3018,9502,Security,3,34
3019,10846,Airline Operations,2,159
3020,5231,Air Traffic Control,1,230
3021,3305,Air Traffic Control,1,182
3022,2136,Air Traffic Control,1,164
3023,4902,Security,3,53
3024,2330,Airline Operations,2,186
3025,10821,Weather,5,157
3026,8454,Technical,4,199
3027,13308,Technical,4,30
3028,190,Weather,5,198
3029,6610,Technical,4,183
3030,11850,Airline Operations,2,122
3031,2643,Technical,4,182
3032,49,Technical,4,147
3033,12711,Air Traffic Control,1,236
3034,10520,Weather,5,209
3035,7633,Air Traffic Control,1,169
3036,2165,Security,3,45
3037,12624,Airline Operations,2,170
3038,8768,Security,3,79
3039,7756,Weather,5,61
3040,9573,Security,3,203
3041,4987,Technical,4,66
3042,6184,Weather,5,55
3043,5787,Weather,5,100
3044,864,Airline Operations,2,83
3045,14097,Security,3,148
3046,5534,Airline Operations,2,18
3047,6349,Technical,4,93
3048,8807,Weather,5,51
3049,4647,Weather,5,170
3050,10461,Technical,4,48
3051,589,Security,3,158
3052,6845,Technical,4,176
3053,2558,Airline Operations,2,53
3054,13214,Weather,5,229
3055,6988,Security,3,197
3056,8105,Weather,5,178
3057,9227,Airline Operations,2,137
3058,13850,Airline Operations,2,27
3059,6437,Technical,4,132
3060,11726,Airline Operations,2,136
3061,9613,Technical,4,87
3062,361,Security,3,50
3063,1387,Technical,4,215
3064,12208,Air Traffic Control,1,87
3065,12271,Technical,4,236
3066,5318,Airline Operations,2,50
3067,12080,Airline Operations,2,218
3068,13459,Weather,5,76
3069,4453,Airline Operations,2,101
3070,6016,Airline Operations,2,59
3071,2530,Technical,4,212
3072,899,Technical,4,190
3073,14517,Air Traffic Control,1,153
3074,1256,Weather,5,91
3075,8491,Technical,4,135
3076,9512,Airline Operations,2,152
3077,12308,Weather,5,131
3078,9501,Air Traffic Control,1,102
3079,3119,Air Traffic Control,1,229
3080,13517,Security,3,42
3081,7245,Security,3,192
3082,1482,Airline Operations,2,108
3083,12000,Air Traffic Control,1,44
3084,11541,Technical,4,164
3085,11702,Airline Operations,2,106
3086,4740,Technical,4,49
3087,12879,Air Traffic Control,1,171
3088,6988,Air Traffic Control,1,197
3089,5862,Air Traffic Control,1,73
3090,2882,Security,3,143
3091,9178,Air Traffic Control,1,48
3092,9312,Airline Operations,2,82
3093,3048,Security,3,111
3094,7019,Weather,5,101
3095,2813,Air Traffic Control,1,115
3096,10846,Technical,4,159
3097,6566,Airline Operations,2,122
3098,9312,Airline Operations,2,82
3099,8178,Weather,5,203
3100,9467,Airline Operations,2,188
3101,13990,Weather,5,42
3102,12874,Weather,5,15
3103,9580,Security,3,120
3104,7883,Technical,4,64
3105,9753,Technical,4,103
3106,764,Security,3,81
3107,14464,Airline Operations,2,236
3108,765,Airline Operations,2,138
3109,14051,Technical,4,158
3110,14059,Weather,5,121
3111,8454,Technical,4,199
3112,6405,Security,3,78
3113,5790,Weather,5,104
3114,12728,Weather,5,96
3115,7772,Airline Operations,2,140
3116,3623,Technical,4,65
3117,11659,Weather,5,75
3118,2246,Air Traffic Control,1,158
3119,4378,Technical,4,200
3120,2203,Air Traffic Control,1,156
3121,4192,Air Traffic Control,1,185
3122,12180,Weather,5,218
3123,11743,Technical,4,215
3124,12987,Air Traffic Control,1,71
3125,13103,Security,3,100
3126,11059,Security,3,41
3127,10986,Airline Operations,2,107
3128,9791,Air Traffic Control,1,26
3129,9276,Airline Operations,2,43
3130,2647,Security,3,107
3131,285,Weather,5,231
3132,7005,Airline Operations,2,64
3133,11038,Air Traffic Control,1,224
3134,6334,Technical,4,193
3135,8699,Airline Operations,2,225
3136,3331,Technical,4,177
3137,12736,Technical,4,222
3138,4979,Security,3,70
3139,11578,Air Traffic Control,1,29
3140,9707,Security,3,114
3141,7973,Weather,5,190
3142,13214,Weather,5,229
3143,2294,Weather,5,16
3144,4677,Security,3,192
3145,1536,Technical,4,92
3146,2602,Security,3,204
3147,2006,Technical,4,102
3148,8646,Security,3,115
3149,8444,Weather,5,54
3150,13927,Technical,4,93
3151,6628,Weather,5,131
3152,4584,Weather,5,17
3153,14336,Air Traffic Control,1,159
3154,3501,Air Traffic Control,1,72
3155,11400,Technical,4,123
3156,9650,Airline Operations,2,145
3157,11631,Weather,5,35
3158,13561,Air Traffic Control,1,136
3159,2064,Weather,5,190
3160,3753,Security,3,81
3161,1482,Air Traffic Control,1,108
3162,12318,Security,3,123
3163,12434,Weather,5,18
3164,1212,Air Traffic Control,1,59
3165,13362,Technical,4,70
3166,640,Airline Operations,2,48
3167,2151,Security,3,101
3168,8149,Technical,4,81
3169,9353,Air Traffic Control,1,40
3170,7326,Technical,4,194
3171,4793,Weather,5,225
3172,11578,Air Traffic Control,1,29
3173,6043,Airline Operations,2,220
3174,4734,Weather,5,227
3175,6585,Technical,4,189
3176,6785,Airline Operations,2,193
3177,5862,Weather,5,73
3178,14746,Weather,5,57
3179,1227,Airline Operations,2,225
3180,2786,Airline Operations,2,40
3181,12845,Weather,5,104
3182,4483,Air Traffic Control,1,134
3183,4108,Airline Operations,2,211
3184,13914,Security,3,213
3185,508,Weather,5,233
3186,6790,Air Traffic Control,1,52
3187,5840,Technical,4,214
3188,599,Airline Operations,2,66
3189,11765,Air Traffic Control,1,26
3190,7478,Weather,5,23
3191,8822,Security,3,66
3192,11146,Security,3,155
3193,739,Weather,5,53
3194,11637,Security,3,108
3195,7770,Technical,4,156
3196,11089,Airline Operations,2,186
3197,7832,Weather,5,141
3198,5713,Security,3,109
3199,4096,Security,3,147
3200,6766,Security,3,157
3201,14781,Airline Operations,2,209
3202,13122,Airline Operations,2,145
3203,6785,Technical,4,193
3204,12879,Weather,5,171
3205,12920,Security,3,67
3206,1241,Security,3,79
3207,10986,Airline Operations,2,107
3208,6914,Airline Operations,2,162
3209,4355,Security,3,180
3210,10361,Airline Operations,2,19
3211,12844,Technical,4,229
3212,3580,Weather,5,42
3213,8007,Technical,4,177
3214,274,Weather,5,57
3215,6988,Weather,5,197
3216,14433,Airline Operations,2,133
3217,443,Airline Operations,2,69
3218,10246,Security,3,112
3219,4054,Security,3,178
3220,1427,Technical,4,63
3221,1776,Air Traffic Control,1,15
3222,14726,Air Traffic Control,1,67
3223,6349,Weather,5,93
3224,1,Weather,5,237
3225,13927,Technical,4,93
3226,13561,Technical,4,136
3227,1753,Technical,4,20
3228,5909,Security,3,25
3229,468,Air Traffic Control,1,219
3230,11175,Technical,4,234
3231,12987,Weather,5,71
3232,13808,Technical,4,170
3233,775,Airline Operations,2,27
3234,14105,Security,3,214
3235,7221,Air Traffic Control,1,141
3236,11607,Airline Operations,2,115
3237,3228,Security,3,152
3238,13315,Air Traffic Control,1,183
3239,4453,Airline Operations,2,101
3240,9639,Security,3,164
3241,640,Security,3,48
3242,9981,Air Traffic Control,1,16
3243,7131,Air Traffic Control,1,220
3244,6571,Air Traffic Control,1,216
3245,11036,Security,3,56
3246,9573,Airline Operations,2,203
3247,14133,Air Traffic Control,1,134
3248,4879,Airline Operations,2,86
3249,8043,Air Traffic Control,1,27
3250,14912,Weather,5,196
3251,2359,Airline Operations,2,15
3252,8641,Airline Operations,2,31
3253,8169,Weather,5,177
3254,1095,Weather,5,116
3255,12094,Technical,4,28
3256,10370,Security,3,124
3257,6287,Technical,4,165
3258,13064,Weather,5,55
3259,4979,Weather,5,70
3260,13222,Weather,5,36
3261,8203,Weather,5,40
3262,1695,Weather,5,172
3263,12591,Technical,4,69
3264,13703,Air Traffic Control,1,208
3265,9770,Weather,5,196
3266,4413,Airline Operations,2,92
3267,3118,Weather,5,177
3268,11765,Technical,4,26
3269,11,Weather,5,169
3270,7381,Technical,4,128
3271,2526,Technical,4,226
3272,5167,Technical,4,220
3273,14862,Air Traffic Control,1,106
3274,658,Weather,5,98
3275,14056,Weather,5,195
3276,9219,Technical,4,159
3277,1457,Weather,5,228
3278,12683,Air Traffic Control,1,232
3279,9969,Air Traffic Control,1,239
3280,5252,Airline Operations,2,187
3281,2006,Weather,5,102
3282,4024,Weather,5,51
3283,775,Technical,4,27
3284,3005,Security,3,112
3285,12407,Technical,4,30
3286,14435,Air Traffic Control,1,101
3287,1954,Air Traffic Control,1,87
3288,12773,Airline Operations,2,175
3289,11392,Technical,4,171
3290,3905,Security,3,115
3291,5401,Technical,4,108
3292,14056,Airline Operations,2,195
3293,5383,Airline Operations,2,219
3294,2136,Technical,4,164
3295,1939,Technical,4,221
3296,13643,Security,3,225
3297,5526,Air Traffic Control,1,65
3298,10266,Airline Operations,2,231
3299,9353,Technical,4,40
3300,6219,Security,3,164
3301,9260,Airline Operations,2,30
3302,8440,Airline Operations,2,197
3303,11808,Technical,4,85
3304,8576,Security,3,235
3305,1595,Air Traffic Control,1,53
3306,1881,Technical,4,79
3307,10589,Air Traffic Control,1,66
3308,13062,Air Traffic Control,1,25
3309,10961,Technical,4,25
3310,9838,Airline Operations,2,185
3311,8658,Technical,4,169
3312,2200,Weather,5,78
3313,10152,Weather,5,201
3314,12324,Weather,5,20
3315,4462,Weather,5,160
3316,11241,Technical,4,205
3317,240,Weather,5,173
3318,14438,Airline Operations,2,208
3319,11458,Airline Operations,2,229
3320,5506,Air Traffic Control,1,212
3321,10625,Airline Operations,2,157
3322,7832,Weather,5,141
3323,8008,Air Traffic Control,1,205
3324,589,Security,3,158
3325,3542,Air Traffic Control,1,204
3326,721,Technical,4,183
3327,14007,Airline Operations,2,119
3328,735,Security,3,200
3329,14495,Technical,4,166
3330,12196,Security,3,206
3331,7437,Airline Operations,2,135
3332,9335,Technical,4,82
3333,13954,Technical,4,132
3334,114,Weather,5,64
3335,1768,Security,3,215
3336,7614,Air Traffic Control,1,199
3337,14641,Technical,4,193
3338,479,Airline Operations,2,213
3339,8697,Security,3,22
3340,11050,Weather,5,108
3341,2194,Weather,5,34
3342,9857,Airline Operations,2,133
3343,7386,Security,3,75
3344,9933,Security,3,203
3345,14776,Weather,5,64
3346,13122,Technical,4,145
3347,9038,Technical,4,47
3348,11985,Airline Operations,2,19
3349,1931,Air Traffic Control,1,227
3350,4903,Airline Operations,2,143
3351,9318,Weather,5,128
3352,4567,Technical,4,206
3353,4397,Air Traffic Control,1,104
3354,8058,Air Traffic Control,1,141
3355,1062,Security,3,109
3356,13515,Airline Operations,2,42
3357,12959,Air Traffic Control,1,179
3358,10130,Air Traffic Control,1,93
3359,4536,Security,3,128
3360,2685,Weather,5,193
3361,2405,Security,3,61
3362,13673,Technical,4,112
3363,504,Security,3,107
3364,5817,Airline Operations,2,233
3365,8291,Airline Operations,2,59
3366,6088,Airline Operations,2,128
3367,7201,Technical,4,170
3368,1785,Technical,4,231
3369,9038,Air Traffic Control,1,47
3370,2515,Technical,4,77
3371,3626,Technical,4,132
3372,10104,Weather,5,22
3373,13695,Air Traffic Control,1,185
3374,7863,Airline Operations,2,218
3375,3788,Weather,5,163
3376,14005,Technical,4,177
3377,5615,Air Traffic Control,1,77
3378,4093,Air Traffic Control,1,223
3379,4552,Air Traffic Control,1,147
3380,1019,Technical,4,215
3381,9227,Weather,5,137
3382,9175,Weather,5,36
3383,765,Air Traffic Control,1,138
3384,6549,Technical,4,119
3385,10108,Technical,4,232
3386,8058,Technical,4,141
3387,11636,Security,3,43
3388,5480,Airline Operations,2,219
3389,3467,Weather,5,137
3390,9915,Air Traffic Control,1,180
3391,4703,Technical,4,136
3392,8996,Technical,4,141
3393,11329,Airline Operations,2,90
3394,11600,Air Traffic Control,1,200
3395,6422,Weather,5,18
3396,12765,Security,3,141
3397,13779,Airline Operations,2,105
3398,1017,Technical,4,200
3399,14589,Air Traffic Control,1,178
3400,5136,Weather,5,191
3401,6471,Airline Operations,2,141
3402,13401,Weather,5,193
3403,11516,Weather,5,85
3404,10769,Airline Operations,2,212
3405,5916,Air Traffic Control,1,141
3406,795,Technical,4,39
3407,1549,Airline Operations,2,107
3408,2786,Weather,5,40
3409,10369,Airline Operations,2,140
3410,5044,Weather,5,239
3411,8975,Air Traffic Control,1,175
3412,12146,Weather,5,53
3413,14658,Airline Operations,2,92
3414,3441,Weather,5,126
3415,2084,Airline Operations,2,107
3416,8394,Airline Operations,2,212
3417,6327,Airline Operations,2,121
3418,14713,Air Traffic Control,1,50
3419,2723,Security,3,35
3420,3620,Security,3,59
3421,7847,Security,3,109
3422,5252,Weather,5,187
3423,10090,Air Traffic Control,1,111
3424,13781,Weather,5,44
3425,4171,Airline Operations,2,33
3426,3554,Weather,5,75
3427,1912,Technical,4,154
3428,5708,Weather,5,61
3429,9915,Airline Operations,2,180
3430,4576,Airline Operations,2,107
3431,10481,Security,3,136
3432,6810,Airline Operations,2,62
3433,6016,Security,3,59
3434,13064,Air Traffic Control,1,55
3435,5274,Security,3,60
3436,6377,Technical,4,76
3437,2739,Technical,4,43
3438,14658,Technical,4,92
3439,11895,Airline Operations,2,166
3440,9512,Air Traffic Control,1,152
3441,7770,Air Traffic Control,1,156
3442,8545,Air Traffic Control,1,69
3443,5352,Security,3,49
3444,11082,Airline Operations,2,137
3445,3491,Security,3,198
3446,11765,Air Traffic Control,1,26
3447,5370,Air Traffic Control,1,76
3448,1173,Technical,4,65
3449,7814,Technical,4,17
3450,7460,Technical,4,25
3451,4958,Air Traffic Control,1,92
3452,4842,Security,3,224
3453,871,Technical,4,226
3454,11652,Air Traffic Control,1,119
3455,8374,Security,3,198
3456,362,Airline Operations,2,137
3457,10347,Air Traffic Control,1,118
3458,240,Technical,4,173
3459,2744,Technical,4,86
3460,8526,Security,3,46
3461,9298,Security,3,172
3462,1918,Weather,5,28
3463,14633,Security,3,28
3464,13873,Weather,5,64
3465,6626,Weather,5,140
3466,12624,Technical,4,170
3467,1406,Technical,4,96
3468,12823,Weather,5,128
3469,1763,Security,3,35
3470,3875,Air Traffic Control,1,17
3471,12438,Security,3,128
3472,13318,Technical,4,150
3473,6184,Security,3,55
3474,3467,Security,3,137
3475,172,Technical,4,43
3476,13064,Technical,4,55
3477,172,Weather,5,43
3478,7763,Weather,5,213
3479,572,Air Traffic Control,1,36
3480,4088,Airline Operations,2,39
3481,5675,Technical,4,127
3482,2706,Security,3,31
3483,7741,Security,3,171
3484,4662,Air Traffic Control,1,101
3485,7095,Weather,5,191
3486,12,Air Traffic Control,1,145
3487,11467,Security,3,184
3488,1256,Airline Operations,2,91
3489,7763,Airline Operations,2,213
3490,1907,Weather,5,22
3491,2482,Airline Operations,2,198
3492,9221,Weather,5,76
3493,8877,Air Traffic Control,1,153
3494,12794,Security,3,136
3495,1922,Airline Operations,2,157
3496,7973,Air Traffic Control,1,190
3497,7076,Weather,5,110
3498,10361,Air Traffic Control,1,19
3499,4960,Air Traffic Control,1,76
3500,2613,Airline Operations,2,121
3501,13643,Technical,4,225
3502,4752,Weather,5,156
3503,2906,Security,3,29
3504,9791,Technical,4,26
3505,10948,Weather,5,42
3506,11102,Security,3,109
3507,8904,Air Traffic Control,1,60
3508,6162,Weather,5,88
3509,6583,Airline Operations,2,196
3510,7961,Air Traffic Control,1,232
3511,14105,Airline Operations,2,214
3512,11602,Security,3,143
3513,3788,Airline Operations,2,163
3514,10595,Security,3,22
3515,10791,Weather,5,211
3516,4118,Air Traffic Control,1,212
3517,868,Air Traffic Control,1,196
3518,2737,Air Traffic Control,1,115
3519,14531,Airline Operations,2,74
3520,10714,Technical,4,51
3521,8164,Technical,4,76
3522,1134,Weather,5,115
3523,7150,Airline Operations,2,166
3524,11254,Air Traffic Control,1,148
3525,6169,Airline Operations,2,230
3526,3038,Security,3,143
3527,1840,Air Traffic Control,1,160
3528,6513,Air Traffic Control,1,146
3529,14405,Technical,4,217
3530,7555,Weather,5,156
3531,7102,Airline Operations,2,203
3532,9119,Weather,5,199
3533,13511,Airline Operations,2,90
3534,8508,Airline Operations,2,144
3535,13543,Air Traffic Control,1,104
3536,5747,Technical,4,104
3537,9476,Security,3,46
3538,11711,Air Traffic Control,1,205
3539,4494,Weather,5,126
3540,6583,Technical,4,196
3541,10282,Security,3,136
3542,4054,Security,3,178
3543,5840,Security,3,214
3544,7161,Airline Operations,2,22
3545,3975,Air Traffic Control,1,52
3546,7927,Air Traffic Control,1,155
3547,5392,Airline Operations,2,35
3548,13367,Technical,4,80
3549,12266,Security,3,83
3550,2849,Weather,5,227
3551,5140,Weather,5,55
3552,2718,Air Traffic Control,1,130
3553,3311,Technical,4,189
3554,3831,Weather,5,94
3555,1406,Air Traffic Control,1,96
3556,7770,Technical,4,156
3557,6598,Weather,5,69
3558,11377,Air Traffic Control,1,73
3559,6775,Technical,4,159
3560,14059,Weather,5,121
3561,1467,Technical,4,74
3562,9417,Technical,4,152
3563,5198,Weather,5,55
3564,6785,Weather,5,193
3565,6448,Technical,4,20
3566,6810,Air Traffic Control,1,62
3567,8440,Air Traffic Control,1,197
3568,10668,Air Traffic Control,1,56
3569,2448,Airline Operations,2,86
3570,14723,Security,3,41
3571,934,Air Traffic Control,1,238
3572,13065,Airline Operations,2,17
3573,14005,Air Traffic Control,1,177
3574,7784,Air Traffic Control,1,191
3575,6282,Security,3,31
3576,9724,Security,3,136
3577,7697,Air Traffic Control,1,121
3578,5083,Airline Operations,2,158
3579,2983,Airline Operations,2,29
3580,12376,Technical,4,190
3581,3431,Security,3,171
3582,11780,Technical,4,171
3583,14199,Technical,4,117
3584,7765,Airline Operations,2,199
3585,10105,Airline Operations,2,228
3586,3970,Security,3,17
3587,272,Security,3,96
3588,1506,Security,3,166
3589,4793,Airline Operations,2,225
3590,9276,Air Traffic Control,1,43
3591,6746,Air Traffic Control,1,197
3592,361,Weather,5,50
3593,13318,Airline Operations,2,150
3594,14260,Weather,5,201
3595,11970,Weather,5,211
3596,12226,Technical,4,171
3597,4460,Weather,5,195
3598,3168,Weather,5,206
3599,6084,Security,3,227
3600,13189,Technical,4,135
3601,4981,Air Traffic Control,1,75
3602,11400,Air Traffic Control,1,123
3603,736,Air Traffic Control,1,157
3604,10090,Weather,5,111
3605,12935,Technical,4,143
3606,2266,Security,3,153
3607,11102,Security,3,109
3608,395,Technical,4,154
3609,14255,Weather,5,51
3610,9156,Security,3,36
3611,12463,Weather,5,218
3612,2471,Technical,4,44
3613,1629,Air Traffic Control,1,33
3614,8505,Weather,5,234
3615,12018,Airline Operations,2,23
3616,7757,Weather,5,84
3617,2471,Technical,4,44
3618,9178,Weather,5,48
3619,3326,Air Traffic Control,1,160
3620,6170,Weather,5,199
3621,1912,Weather,5,154
3622,12351,Air Traffic Control,1,234
3623,4734,Weather,5,227
3624,3523,Airline Operations,2,117
3625,8856,Air Traffic Control,1,26
3626,9515,Technical,4,58
3627,1391,Technical,4,19
3628,11702,Technical,4,106
3629,1434,Security,3,219
3630,7609,Air Traffic Control,1,81
3631,2648,Airline Operations,2,165
3632,8346,Technical,4,63
3633,13543,Airline Operations,2,104
3634,10434,Security,3,208
3635,9307,Security,3,15
3636,7018,Weather,5,86
3637,10266,Security,3,231
3638,4093,Airline Operations,2,223
3639,2004,Security,3,214
3640,11490,Security,3,94
3641,1925,Security,3,104
3642,12308,Air Traffic Control,1,131
3643,8749,Security,3,76
3644,11741,Air Traffic Control,1,78
3645,5148,Technical,4,160
3646,13788,Weather,5,129
3647,13717,Airline Operations,2,63
3648,4041,Technical,4,170
3649,2446,Security,3,129
3650,9119,Technical,4,199
3651,10668,Airline Operations,2,56
3652,12903,Weather,5,17
3653,4704,Security,3,122
3654,5167,Airline Operations,2,220
3655,11183,Weather,5,111
3656,1881,Weather,5,79
3657,12050,Air Traffic Control,1,138
3658,504,Security,3,107
3659,11255,Security,3,15
3660,13543,Weather,5,104
3661,4869,Weather,5,240
3662,7935,Security,3,39
3663,7633,Air Traffic Control,1,169
3664,6766,Air Traffic Control,1,157
3665,8008,Weather,5,205
3666,14523,Weather,5,221
3667,13967,Airline Operations,2,173
3668,8246,Airline Operations,2,16
3669,13192,Weather,5,27
3670,3441,Weather,5,126
3671,13900,Security,3,45
3672,3326,Weather,5,160
3673,7756,Weather,5,61
3674,7833,Security,3,80
3675,11590,Security,3,225
3676,10370,Security,3,124
3677,3623,Airline Operations,2,65
3678,3368,Security,3,62
3679,7668,Air Traffic Control,1,25
3680,5682,Technical,4,38
3681,14703,Airline Operations,2,51
3682,3859,Air Traffic Control,1,128
3683,424,Technical,4,38
3684,13515,Weather,5,42
3685,5117,Weather,5,114
3686,8768,Technical,4,79
3687,170,Weather,5,30
3688,1329,Technical,4,111
3689,11146,Technical,4,155
3690,9307,Airline Operations,2,15
3691,7345,Technical,4,231
3692,8363,Technical,4,190
3693,8909,Air Traffic Control,1,166
3694,7363,Air Traffic Control,1,132
3695,14785,Airline Operations,2,185
3696,1360,Airline Operations,2,20
3697,8178,Air Traffic Control,1,203
3698,8275,Technical,4,62
